,PMID,Full_author_name
33,28925749,"dendale, paul/split/1 faculty of medicine and life sciences, hasselt university, belgium./split/2 department of cardiology, jessa hospital, belgium."
34,28245004,"piotrowicz, ewa/split/instytut kardiologii im. prymasa tysiąclecia stefana kardynała wyszyńskiego / the  cardinal stefan wyszyński institute of cardiology, warszawa, poland (centrum telekardiologii / telecardiology center). epiotrowicz@ikard.pl."
34,28245004,"orzechowski, piotr/split/instytut kardiologii im. prymasa tysiąclecia stefana kardynała wyszyńskiego / the  cardinal stefan wyszyński institute of cardiology, warszawa, poland (centrum telekardiologii / telecardiology center). porzechowski@ikard.pl."
34,28245004,"jasionowska, anna/split/instytut kardiologii im. prymasa tysiąclecia stefana kardynała wyszyńskiego / the  cardinal stefan wyszyński institute of cardiology, warszawa, poland (centrum telekardiologii / telecardiology center). ajasionowska@ikard.pl."
34,28245004,"banaszak-bednarczyk, maria/split/instytut kardiologii im. prymasa tysiąclecia stefana kardynała wyszyńskiego / the  cardinal stefan wyszyński institute of cardiology, warszawa, poland (centrum telekardiologii / telecardiology center). mbanaszak@ikard.pl."
34,28245004,"rosłaniec, monika/split/instytut kardiologii im. prymasa tysiąclecia stefana kardynała wyszyńskiego / the  cardinal stefan wyszyński institute of cardiology, warszawa, poland (centrum telekardiologii / telecardiology center). mroslaniec@ikard.pl."
34,28245004,"piotrowski, walerian/split/instytut kardiologii im. prymasa tysiąclecia stefana kardynała wyszyńskiego / the  cardinal stefan wyszyński institute of cardiology, warszawa, poland (zakład epidemiologii, prewencji chorób układu krążenia i promocji zdrowia, pracownia biostatystyczna / department of epidemiology, cardiovascular disease prevention and health promotion, biostatistics laboratory). walekpio@ikard.pl."
34,28245004,"piotrowicz, ryszard/split/instytut kardiologii im. prymasa tysiąclecia stefana kardynała wyszyńskiego / the  cardinal stefan wyszyński institute of cardiology, warszawa, poland (klinika rehabilitacji kardiologicznej i elektrokardiologii nieinwazyjnej / department of cardiac rehabilitation and noninvasive electrocardiology). rpiotrowicz@ikard.pl."
35,30528811,"hwang, rita/split/department of physiotherapy, princess alexandra hospital, metro south health,  brisbane, qld, australia; physiotherapy, school of health & rehabilitation sciences, the university of queensland, brisbane, qld, australia. electronic address: r.hwang@uq.net.au."
35,30528811,"morris, norman r/split/the school of allied health sciences and menzies health institute, griffith  university, brisbane, qld, australia; allied health research collaborative, metro north hospital and health service, the prince charles hospital, brisbane, qld, australia."
35,30528811,"mandrusiak, allison/split/physiotherapy, school of health & rehabilitation sciences, the university of  queensland, brisbane, qld, australia."
35,30528811,"bruning, jared/split/department of physiotherapy, heart failure support service, the prince charles  hospital, brisbane, qld, australia."
35,30528811,"peters, robyn/split/department of cardiology, princess alexandra hospital, metro south health,  brisbane, qld, australia; school of nursing, midwifery and social work, the university of queensland, brisbane, qld, australia."
35,30528811,"korczyk, dariusz/split/department of cardiology, princess alexandra hospital, metro south health,  brisbane, qld, australia."
35,30528811,"russell, trevor/split/physiotherapy, school of health & rehabilitation sciences, the university of  queensland, brisbane, qld, australia."
36,28569116,"inskip, j a/split/1 centre for heart lung innovation, university of british columbia (ubc),  vancouver, british columbia, canada./split/2 department of physical therapy, ubc, vancouver, british columbia, canada."
36,28569116,"lauscher, h novak/split/3 digital emergency medicine, ubc, vancouver, british columbia, canada."
36,28569116,"li, l c/split/2 department of physical therapy, ubc, vancouver, british columbia, canada./split/4 arthritis research canada, richmond, canada."
36,28569116,"dumont, g a/split/5 electrical and computer engineering, ubc, vancouver, canada."
36,28569116,"garde, a/split/5 electrical and computer engineering, ubc, vancouver, canada."
36,28569116,"ho, k/split/3 digital emergency medicine, ubc, vancouver, british columbia, canada."
36,28569116,"hoens, a m/split/2 department of physical therapy, ubc, vancouver, british columbia, canada."
36,28569116,"road, j d/split/6 division of respiratory medicine, department of medicine, ubc, vancouver,  british columbia, canada."
36,28569116,"ryerson, c j/split/1 centre for heart lung innovation, university of british columbia (ubc),  vancouver, british columbia, canada./split/7 providence health care, st. paul's hospital, vancouver, british columbia,  canada."
36,28569116,"camp, p g/split/1 centre for heart lung innovation, university of british columbia (ubc),  vancouver, british columbia, canada./split/2 department of physical therapy, ubc, vancouver, british columbia, canada./split/7 providence health care, st. paul's hospital, vancouver, british columbia,  canada."
37,30573441,"bonnevie, tristan/split/adir association, rouen university hospital, rouen, france; upres ea 3830 haute  normandie research and biomedical innovation, normandie university, rouen, france. electronic address: rehabilitation@adir-hautenormandie.com."
37,30573441,"gravier, francis-edouard/split/adir association, rouen university hospital, rouen, france; upres ea 3830 haute  normandie research and biomedical innovation, normandie university, rouen, france."
37,30573441,"elkins, mark/split/sydney medical school, university of sydney, sydney, australia; centre for  education and workforce development, sydney local health district, sydney, australia."
37,30573441,"dupuis, johan/split/adir association, rouen university hospital, rouen, france."
37,30573441,"prieur, guillaume/split/upres ea 3830 haute normandie research and biomedical innovation, normandie  university, rouen, france; service de réanimation médico-chirurgicale, groupe hospitalier du havre"
37,30573441,"combret, yann/split/service de kinésithérapie, groupe hospitalier du havre  montivilliers, france; institut de recherche expérimentale et clinique (irec), pôle de pneumologie, orl & dermatologie, université catholique de louvain, brussels, belgium."
37,30573441,"viacroze, catherine/split/pulmonary, thoracic oncology and respiratory intensive care department, rouen  university hospital, rouen, france."
37,30573441,"debeaumont, david/split/physiology department, rouen university hospital, rouen, france."
37,30573441,"robleda-quesada, aurora/split/service de réanimation médico-chirurgicale, groupe hospitalier du havre  jacques monod, montivilliers, france."
37,30573441,"quieffin, jean/split/service de réanimation médico-chirurgicale, groupe hospitalier du havre  jacques monod, montivilliers, france."
37,30573441,"lamia, bouchra/split/upres ea 3830 haute normandie research and biomedical innovation, normandie  university, rouen, france; service de réanimation médico-chirurgicale, groupe hospitalier du havre thoracic oncology and respiratory intensive care department, rouen university hospital, rouen, france."
37,30573441,"patout, maxime/split/upres ea 3830 haute normandie research and biomedical innovation, normandie  university, rouen, france; pulmonary, thoracic oncology and respiratory intensive care department, rouen university hospital, rouen, france."
37,30573441,"cuvelier, antoine/split/upres ea 3830 haute normandie research and biomedical innovation, normandie  university, rouen, france; pulmonary, thoracic oncology and respiratory intensive care department, rouen university hospital, rouen, france."
37,30573441,"muir, jean-françois/split/adir association, rouen university hospital, rouen, france; upres ea 3830 haute  normandie research and biomedical innovation, normandie university, rouen, france; pulmonary, thoracic oncology and respiratory intensive care department, rouen university hospital, rouen, france."
37,30573441,"medrinal, clement/split/upres ea 3830 haute normandie research and biomedical innovation, normandie  university, rouen, france; service de réanimation médico-chirurgicale, groupe hospitalier du havre"
37,30573441,"tardif, catherine/split/adir association, rouen university hospital, rouen, france; upres ea 3830 haute  normandie research and biomedical innovation, normandie university, rouen, france; physiology department, rouen university hospital, rouen, france."
38,28427763,"hwang, rita/split/department of physiotherapy, princess alexandra hospital, metro south health,  brisbane, australia; physiotherapy, school of health & rehabilitation sciences, the university of queensland, brisbane, australia. electronic address: r.hwang@uq.net.au."
38,28427763,"mandrusiak, allison/split/physiotherapy, school of health & rehabilitation sciences, the university of  queensland, brisbane, australia."
38,28427763,"morris, norman r/split/the menzies health institute queensland and the school of allied health sciences,  griffith university, gold coast, australia; allied health research collaborative, the prince charles hospital, brisbane, australia."
