,PMID,Mesh_terms
75,33814057,pandemics
75,33814057,respiratory therapy/economics/*methods
75,33814057,sars-cov-2
75,33814057,telerehabilitation/economics/*methods
75,33814057,united states/epidemiology
76,34312316,aftercare
76,34312316,*covid-19
76,34312316,dyspnea/rehabilitation
76,34312316,humans
76,34312316,patient discharge
76,34312316,quality of life
76,34312316,*telerehabilitation pmc
77,34957758,*covid-19
77,34957758,*cardiac rehabilitation
77,34957758,humans
77,34957758,pandemics
77,34957758,sars-cov-2
77,34957758,*telerehabilitation
78,35229536,artificial intelligence
78,35229536,*cardiac rehabilitation/methods
78,35229536,humans
78,35229536,quality of life
78,35229536,*telerehabilitation/methods
79,33577752,*covid-19/epidemiology/prevention & control
79,33577752,*cardiac rehabilitation/methods/trends
79,33577752,communicable disease control
79,33577752,humans
79,33577752,internet-based intervention/*trends
79,33577752,organizational innovation
79,33577752,rehabilitation centers/*organization & administration
79,33577752,sars-cov-2
79,33577752,telerehabilitation/*methods
80,33619944,*covid-19
80,33619944,*cardiac rehabilitation
80,33619944,*coronary artery disease
80,33619944,follow-up studies
80,33619944,humans
80,33619944,pandemics
80,33619944,quality of life
80,33619944,sars-cov-2
80,33619944,*telerehabilitation
81,34690256,*covid-19
81,34690256,feasibility studies
81,34690256,humans
81,34690256,pandemics
81,34690256,"*pulmonary disease, chronic obstructive"
81,34690256,sars-cov-2
81,34690256,*telerehabilitation pmc cois
82,34125919,*cardiac rehabilitation
82,34125919,cost-benefit analysis
82,34125919,*heart failure
82,34125919,humans
82,34125919,poland
82,34125919,*telerehabilitation
83,34568904,*cardiac rehabilitation
83,34568904,*coronary artery disease/rehabilitation
83,34568904,humans
83,34568904,quality of life
83,34568904,*telerehabilitation
84,34854907,aged
84,34854907,cardiac rehabilitation/*economics/methods
84,34854907,coronary artery disease/economics/*rehabilitation
84,34854907,cost-benefit analysis
84,34854907,female
84,34854907,health care costs/*statistics & numerical data
84,34854907,humans
84,34854907,male
84,34854907,middle aged
84,34854907,netherlands
84,34854907,quality-adjusted life years
84,34854907,secondary prevention/*economics/methods
84,34854907,telerehabilitation/*economics/methods
84,34854907,treatment outcome pmc cois
85,34211829,*attitude of health personnel
85,34211829,*covid-19
85,34211829,cardiac rehabilitation/*methods
85,34211829,cross-sectional studies
85,34211829,delivery of health care/*methods
85,34211829,duration of therapy
85,34211829,global health
85,34211829,humans
85,34211829,reimbursement mechanisms
85,34211829,sars-cov-2
85,34211829,surveys and questionnaires
85,34211829,telerehabilitation/methods pmc
86,35700376,*cardiac rehabilitation
86,35700376,*cardiovascular diseases
86,35700376,humans
86,35700376,russia
86,35700376,*telerehabilitation
87,36141899,feasibility studies
87,36141899,humans
87,36141899,*robotic surgical procedures
87,36141899,*stroke rehabilitation
87,36141899,*telerehabilitation
87,36141899,upper extremity
87,36141899,*virtual reality pmc
88,36272831,humans
88,36272831,*cardiac rehabilitation/methods
88,36272831,*telerehabilitation/methods
88,36272831,exercise therapy/methods
88,36272831,exercise
88,36272831,*smoking cessation
89,34419529,aged
89,34419529,*cardiac rehabilitation
89,34419529,cost-benefit analysis
89,34419529,exercise
89,34419529,humans
89,34419529,quality of life
89,34419529,*telerehabilitation
90,36295482,humans
90,36295482,*telerehabilitation/methods
90,36295482,*covid-19
90,36295482,*heart failure
90,36295482,*cardiac rehabilitation/methods
90,36295482,quality of life
90,36295482,disease outbreaks
90,36295482,randomized controlled trials as topic pmc
91,33647923,aged
91,33647923,covid-19/*epidemiology
91,33647923,cardiac rehabilitation/*methods
91,33647923,cardiovascular diseases/*epidemiology
91,33647923,comorbidity
91,33647923,female
91,33647923,humans
91,33647923,israel/epidemiology
91,33647923,male
91,33647923,middle aged
91,33647923,*pandemics
91,33647923,*patient compliance
91,33647923,retrospective studies
91,33647923,telerehabilitation/*methods pmc cois
92,35767008,humans
92,35767008,*stroke rehabilitation/methods
92,35767008,canada
92,35767008,*stroke/therapy
92,35767008,consensus
92,35767008,"*telerehabilitation cois funded by the heart and stroke foundation of canada. no funds for the development of these recommendations come from commercial interests, including pharmaceutical and device companies. writing group members and external reviewers are volunteers who do not receive any remuneration for their participation. all participants complete a conflict of interest declaration before participating."
93,33579602,aged
93,33579602,"aged, 80 and over"
93,33579602,*cardiac rehabilitation
93,33579602,exercise therapy
93,33579602,feasibility studies
93,33579602,female
93,33579602,*heart failure
93,33579602,humans
93,33579602,male
93,33579602,pilot projects
93,33579602,*telerehabilitation
94,33668304,aged
94,33668304,*covid-19
94,33668304,*cardiac rehabilitation
94,33668304,*cardiorespiratory fitness
94,33668304,coronary disease/*rehabilitation
94,33668304,exercise therapy
94,33668304,humans
94,33668304,middle aged
94,33668304,pandemics
94,33668304,*telerehabilitation
94,33668304,walk test pmc
95,36367614,humans
95,36367614,*cardiac rehabilitation
95,36367614,*telerehabilitation
95,36367614,coronary artery bypass/rehabilitation
95,36367614,activities of daily living
95,36367614,muscle strength pmc
96,33611602,covid-19/epidemiology/prevention & control
96,33611602,exercise therapy/*methods
96,33611602,humans
96,33611602,pandemics
96,33611602,patient safety
96,33611602,sars-cov-2
96,33611602,*standing position
96,33611602,stroke rehabilitation/*methods
96,33611602,telerehabilitation/*methods
96,33611602,*walking
96,33611602,*weight-bearing pmc
97,34994711,*coronary disease
97,34994711,humans
97,34994711,surveys and questionnaires
97,34994711,technology
97,34994711,*telerehabilitation pmc
98,33893061,*covid-19
98,33893061,feasibility studies
98,33893061,humans
98,33893061,sars-cov-2
98,33893061,survivors
98,33893061,*telerehabilitation pmc
99,34045031,aged
99,34045031,*cardiac rehabilitation
99,34045031,coronary artery disease/prevention & control/*rehabilitation
99,34045031,female
99,34045031,humans
99,34045031,male
99,34045031,middle aged
99,34045031,secondary prevention
99,34045031,*telerehabilitation
100,36055472,*cardiac rehabilitation
100,36055472,heart
100,36055472,humans
100,36055472,lipids
100,36055472,quality of life
100,36055472,*telerehabilitation
101,33921310,cost-benefit analysis
101,33921310,feasibility studies
101,33921310,humans
101,33921310,new york
101,33921310,prospective studies
101,33921310,quality of life
101,33921310,spain
101,33921310,*telemedicine
101,33921310,*telerehabilitation pmc
102,36322107,humans
102,36322107,*telerehabilitation
102,36322107,quality of life
102,36322107,independent living
102,36322107,nurse's role
102,36322107,chronic disease
102,36322107,*telemedicine
102,36322107,*diabetes mellitus
102,36322107,*heart diseases
102,36322107,*hypertension pmc
103,34433760,*cardiac rehabilitation
103,34433760,exercise therapy
103,34433760,humans
103,34433760,motivation
103,34433760,quality of life
103,34433760,"*telerehabilitation cois although dr hines supports the agency for healthcare research and quality-funded takeheart project, agency funds did not support the development of this article and it has not been approved by the agency. no other conflicts of interest declared."
104,33527740,exercise test
104,33527740,*heart failure
104,33527740,humans
104,33527740,quality of life
104,33527740,*telerehabilitation
104,33527740,walk test pmc
105,34972589,*covid-19/epidemiology
105,34972589,*cardiac rehabilitation
105,34972589,humans
105,34972589,pandemics
105,34972589,sars-cov-2
105,34972589,*telerehabilitation pmc
106,34266323,*atrial fibrillation
106,34266323,*cardiac rehabilitation
106,34266323,exercise therapy
106,34266323,humans
106,34266323,*mobile applications
106,34266323,prospective studies
106,34266323,quality of life
106,34266323,*telerehabilitation
107,35738643,*cardiac rehabilitation/methods
107,35738643,*coronary disease/rehabilitation
107,35738643,exercise therapy/methods
107,35738643,humans
107,35738643,quality of life
107,35738643,randomized controlled trials as topic
107,35738643,single-blind method
107,35738643,*telerehabilitation/methods
107,35738643,*wearable electronic devices pmc
108,33807691,computers
108,33807691,humans
108,33807691,muscles
108,33807691,*stroke
108,33807691,*stroke rehabilitation
108,33807691,*telerehabilitation pmc
109,35040993,*cardiac rehabilitation/methods
109,35040993,clinical trials as topic
109,35040993,exercise/physiology
109,35040993,humans
109,35040993,program evaluation
109,35040993,*telerehabilitation
110,34952989,*acute coronary syndrome/diagnosis
110,34952989,*cardiac rehabilitation
110,34952989,humans
110,34952989,quality of life
110,34952989,surveys and questionnaires
110,34952989,*telerehabilitation pmc
111,33682872,adult
111,33682872,aged
111,33682872,"aged, 80 and over"
111,33682872,british columbia/epidemiology
111,33682872,covid-19/epidemiology/prevention & control
111,33682872,exercise therapy/*methods
111,33682872,female
111,33682872,humans
111,33682872,male
111,33682872,middle aged
111,33682872,pandemics
111,33682872,program evaluation
111,33682872,sars-cov-2
111,33682872,stroke rehabilitation/*methods
111,33682872,telerehabilitation/*methods
111,33682872,upper extremity/*physiopathology pmc
112,35944773,adolescent
112,35944773,adult
112,35944773,aged
112,35944773,"cholesterol, hdl"
112,35944773,follow-up studies
112,35944773,glycoproteins
112,35944773,humans
112,35944773,lipoproteins
112,35944773,"lipoproteins, idl"
112,35944773,middle aged
112,35944773,*telerehabilitation
112,35944773,triglycerides
112,35944773,young adult
113,33985509,aged
113,33985509,*cardiac rehabilitation
113,33985509,"diabetes mellitus, type 2/diagnosis/*physiopathology"
113,33985509,exercise test
113,33985509,*exercise therapy
113,33985509,*exercise tolerance
113,33985509,female
113,33985509,heart failure/diagnosis/physiopathology/*rehabilitation
113,33985509,humans
113,33985509,lung/*physiopathology
113,33985509,male
113,33985509,middle aged
113,33985509,poland
113,33985509,prospective studies
113,33985509,pulmonary gas exchange
113,33985509,pulmonary ventilation
113,33985509,recovery of function
113,33985509,*stroke volume
113,33985509,*telerehabilitation
113,33985509,time factors
113,33985509,treatment outcome
113,33985509,"*ventricular function, left pmc"
114,35634888,aged
114,35634888,*cardiac rehabilitation/methods
114,35634888,exercise therapy/methods
114,35634888,female
114,35634888,humans
114,35634888,male
114,35634888,middle aged
114,35634888,single-blind method
114,35634888,*telerehabilitation/methods
115,35838996,aged
115,35838996,"aged, 80 and over"
115,35838996,exercise therapy
115,35838996,exercise tolerance
115,35838996,*heart failure
115,35838996,humans
115,35838996,longitudinal studies
115,35838996,prospective studies
115,35838996,quality of life
115,35838996,stroke volume
115,35838996,*telerehabilitation
115,35838996,"ventricular function, left cois"
116,34125923,cost-benefit analysis
116,34125923,*heart failure
116,34125923,humans
116,34125923,poland
116,34125923,quality of life
116,34125923,quality-adjusted life years
