,PMID,Publication_type
725,23964545,journal article
726,25128655,journal article
727,24775456,journal article
728,24403413,journal article
728,24403413,"research support, non-u.s. gov't"
729,23762189,clinical trial
729,23762189,journal article
729,23762189,"research support, n.i.h., extramural"
729,23762189,"research support, non-u.s. gov't"
730,24636796,controlled clinical trial
730,24636796,journal article
731,24841367,journal article
732,24468920,journal article
732,24468920,randomized controlled trial
732,24468920,"research support, n.i.h., extramural"
732,24468920,"research support, non-u.s. gov't"
733,24730637,evaluation study
733,24730637,journal article
733,24730637,"research support, non-u.s. gov't"
734,25423655,journal article
734,25423655,"research support, non-u.s. gov't"
735,25083905,journal article
735,25083905,"research support, non-u.s. gov't"
736,24110769,journal article
737,23623349,letter
738,23704706,journal article
739,24111407,journal article
739,24111407,"research support, non-u.s. gov't"
739,24111407,"research support, u.s. gov't, non-p.h.s."
740,25150495,letter
741,24721599,journal article
742,24733277,journal article
742,24733277,randomized controlled trial
742,24733277,"research support, non-u.s. gov't"
743,24825680,journal article
744,25069785,journal article
745,25339632,journal article
745,25339632,randomized controlled trial
745,25339632,"research support, non-u.s. gov't"
746,25000076,journal article
747,25131968,comment
747,25131968,journal article
748,25029521,journal article
749,24378289,journal article
750,24111438,journal article
750,24111438,"research support, non-u.s. gov't"
751,23759904,journal article
752,24535297,journal article
752,24535297,"research support, non-u.s. gov't"
753,22711058,journal article
753,22711058,randomized controlled trial
754,24951710,clinical trial
754,24951710,journal article
755,23737224,clinical trial
755,23737224,journal article
756,25136791,journal article
756,25136791,multicenter study
756,25136791,randomized controlled trial
757,25248206,journal article
757,25248206,"research support, non-u.s. gov't"
758,24572251,journal article
758,24572251,multicenter study
758,24572251,"research support, non-u.s. gov't"
759,25330153,journal article
759,25330153,"research support, u.s. gov't, non-p.h.s."
760,24412453,case reports
760,24412453,journal article
760,24412453,video-audio media
761,25174019,journal article
762,24163233,journal article
762,24163233,"research support, non-u.s. gov't"
763,23576807,journal article
763,23576807,"research support, non-u.s. gov't"
764,24528530,journal article
765,24110416,journal article
766,23388297,journal article
767,27125006,journal article
768,23222527,journal article
768,23222527,"research support, n.i.h., extramural"
768,23222527,"research support, non-u.s. gov't"
768,23222527,"research support, u.s. gov't, non-p.h.s."
769,24096575,journal article
770,24655228,journal article
770,24655228,randomized controlled trial
770,24655228,"research support, non-u.s. gov't"
771,24955946,journal article
771,24955946,"research support, non-u.s. gov't"
772,25205534,journal article
772,25205534,multicenter study
772,25205534,randomized controlled trial
772,25205534,"research support, non-u.s. gov't"
773,25482681,journal article
773,25482681,"research support, non-u.s. gov't"
774,24270229,journal article
775,25046174,journal article
775,25046174,"research support, non-u.s. gov't"
776,23737231,journal article
777,23419656,journal article
777,23419656,multicenter study
777,23419656,"research support, non-u.s. gov't"
779,24507743,letter
780,25437442,comparative study
780,25437442,journal article
781,24866615,journal article
781,24866615,multicenter study
782,24865986,evaluation study
782,24865986,journal article
783,24901442,comparative study
783,24901442,journal article
783,24901442,multicenter study
784,24290330,comparative study
784,24290330,journal article
785,24067525,journal article
786,24441875,journal article
787,25192565,journal article
787,25192565,"research support, non-u.s. gov't"
788,24176784,journal article
788,24176784,meta-analysis
788,24176784,randomized controlled trial
788,24176784,systematic review
789,24050610,journal article
789,24050610,"research support, non-u.s. gov't"
790,24699797,journal article
790,24699797,"research support, n.i.h., extramural"
790,24699797,"research support, non-u.s. gov't"
791,25203983,journal article
792,24760371,journal article
793,24848864,journal article
794,24308171,journal article
795,25014978,journal article
795,25014978,"research support, non-u.s. gov't"
796,25112695,journal article
796,25112695,randomized controlled trial
797,23305645,journal article
797,23305645,"research support, non-u.s. gov't"
798,25392254,journal article
798,25392254,"research support, non-u.s. gov't"
799,23061492,journal article
799,23061492,multicenter study
799,23061492,randomized controlled trial
799,23061492,"research support, non-u.s. gov't"
800,23318253,evaluation study
800,23318253,journal article
801,23711052,english abstract
801,23711052,journal article
802,24722932,journal article
802,24722932,multicenter study
802,24722932,randomized controlled trial
803,24135027,journal article
803,24135027,randomized controlled trial
803,24135027,"research support, non-u.s. gov't"
804,24853566,comparative study
804,24853566,journal article
804,24853566,randomized controlled trial
804,24853566,"research support, non-u.s. gov't"
805,23469501,comment
805,23469501,journal article
806,25160241,journal article
807,24345687,journal article
807,24345687,randomized controlled trial
808,23702984,journal article
809,24774107,evaluation study
809,24774107,journal article
809,24774107,observational study
810,24573195,journal article
810,24573195,"research support, non-u.s. gov't"
811,25343246,journal article
811,25343246,"research support, non-u.s. gov't"
812,24344325,journal article
812,24344325,multicenter study
813,25148300,journal article
813,25148300,"research support, non-u.s. gov't"
814,24796429,journal article
814,24796429,"research support, u.s. gov't, non-p.h.s."
815,24637516,journal article
815,24637516,"research support, non-u.s. gov't"
816,25291802,clinical trial
816,25291802,journal article
817,23497109,journal article
817,23497109,randomized controlled trial
817,23497109,"research support, non-u.s. gov't"
818,23636870,clinical trial
818,23636870,journal article
819,22644407,comparative study
819,22644407,journal article
820,23358946,journal article
820,23358946,"research support, u.s. gov't, non-p.h.s."
821,24105924,comparative study
821,24105924,journal article
821,24105924,multicenter study
822,23635393,journal article
822,23635393,"research support, non-u.s. gov't"
823,24508493,letter
823,24508493,"research support, n.i.h., extramural"
823,24508493,"research support, non-u.s. gov't"
824,25570663,journal article
824,25570663,"research support, non-u.s. gov't"
825,24222828,journal article
825,24222828,"research support, non-u.s. gov't"
826,23761202,journal article
826,23761202,randomized controlled trial
827,25354952,comparative study
827,25354952,evaluation study
827,25354952,journal article
828,24958355,journal article
828,24958355,randomized controlled trial
828,24958355,"research support, n.i.h., extramural"
828,24958355,"research support, non-u.s. gov't"
829,24683609,journal article
830,25179766,comparative study
830,25179766,journal article
830,25179766,multicenter study
830,25179766,randomized controlled trial
830,25179766,"research support, non-u.s. gov't"
831,25495564,journal article
832,23510979,comparative study
832,23510979,journal article
833,24787276,case reports
833,24787276,journal article
834,23333167,case reports
